date,symbols,summary
2025-11-05,COIN,"Analyst Willy Woo doubts Strategy Inc. (MSTR) will face liquidation in the next Bitcoin bear market due to convertible debt structures. The earliest put date is September 15, 2027, at a $91,502 BTC price. MSTR reported mixed Q3 results, holding 641,205 BTC worth over $70 billion. Shares closed at $246.99 on Tuesday."
2025-11-07,COIN,"Robinhood Markets Inc. (HOOD) shares fell 6% despite reporting $1.27 billion in Q3 revenue, beating the $1.19 billion expectation. Net income reached $556 million, or 61 cents per share. The stock decline followed the announcement of CFO Jason Warnick's retirement. Robinhood is expanding into wealth management and prediction markets, positioning itself to compete with Coinbase Global Inc. (COIN)."
2025-11-07,COIN,"Benzinga's options activity scanner identified a neutral call option sweep for Coinbase (COIN) expiring on January 16, 2026. The trade involved 11 contracts at a $320.00 strike price, with a total trade price of $28.0K and a per-contract price of $2540.0. There were 3163 open contracts at this strike prior to the trade, with 398 contracts traded today."
2025-11-07,COIN,"Coinbase challenged the U.S. Treasury's proposed stablecoin yield ban, arguing the GENIUS Act does not grant authority to restrict interest offered by non-issuers like exchanges. Banking groups, including the Bank Policy Institute, advocate for a blanket prohibition to prevent deposit drainage. The GENIUS Act, signed in July, is expected to be implemented by late 2026 or early 2027."
2025-11-10,COIN,"Jim Cramer defended Robinhood (HOOD) following its 344% stock gain over the past year. HOOD is part of Cramer's 'PARC' stocks, which also includes Palantir, AppLovin, and Coinbase (COIN). While HOOD has gained 344%, Coinbase has seen a 20% increase over the last 12 months. Robinhood is reportedly preparing a fund to provide retail investors access to private AI companies."
2025-11-10,COIN,"Coinbase is launching a new digital-token sales platform allowing retail investors to buy tokens before they list on its exchange. The platform will host approximately one sale per month, with the first project, Monad, debuting next week. Purchases must be made in USDC, and issuers face six-month lockups. COIN stock is trading near $322, with technical resistance at $338 and potential upside to $369."
2025-11-10,COIN,UPDATE: 'Coinbase Launches Platform For Digital Token Offerings; Blockchain Startup Monad Will Be First Project To Sell Its Token On New Platform' - WSJ Exclusive
2025-11-11,COIN,"At the Benzinga Fintech Day & Awards 2025, experts discussed the growth and regulation of prediction markets. The panel referenced a recent Coinbase Global (COIN) earnings call where CEO Brian Armstrong mentioned keywords that were being bet on in prediction markets. ForecastEX CEO Rob Prior labeled this an 'accident waiting to happen' regarding compliance, while others debated the role of 'fun' in these markets."
2025-11-11,COIN,"Monness, Crespi, Hardt Upgrades Coinbase Global to Buy, Announces $375 Price Target"
2025-11-11,COIN,"Live On CNBC, Bill Baruch Announces Bought More Coinbase Global"
2025-11-11,COIN,"Benzinga's options activity scanner identified a bearish call option trade for Coinbase (COIN) expiring on December 12, 2025. The trade involved 300 contracts at a $400.00 strike price, with a total trade price of $138.0K and a per-contract price of $460.0. There were 354 open contracts at this strike prior to the trade, with 656 contracts traded today."
2025-11-12,COIN,"JPMorgan Chase is rolling out its deposit token, JPM Coin, to institutional clients, enabling transactions via Coinbase's public blockchain, Base. The token represents a claim on existing bank deposits. JPM Coin was tested in a trial involving Mastercard, Coinbase, and B2C2, and will be accepted as collateral on Coinbase."
2025-11-12,COIN,"SoFi Technologies has become the first nationally chartered U.S. bank to launch crypto trading, offering Bitcoin, Ethereum, and Solana. CEO Anthony Noto highlighted that SoFi's bank charter provides FDIC-insured accounts and integrated financial services, positioning it as a regulated alternative to Coinbase and Robinhood. SoFi stock is currently holding above the 20-day EMA near 29.00."
2025-11-12,COIN,'Exclusive: Coinbase calls off $2 billion deal for stablecoin startup BVNK' - Fortune Exclusive
2025-11-13,COIN,"Morning Consult's 2025 report on the fastest-growing brands ranks Coinbase 11th and SoFi 12th overall. Coinbase is the top-ranked brand among millennials, while Gen Z prefers UberEats. DoorDash leads as the fastest-growing brand overall, showing strong growth among Gen X and Baby Boomers."
2025-11-13,COIN,"Coinbase announced it is reincorporating from Delaware to Texas, citing a more predictable business environment. CEO Brian Armstrong and Chief Legal Officer Paul Grewal praised Texas's builder-friendly framework. Elon Musk supported the move, noting Delaware is losing companies. COIN stock is stabilizing near $300, with a critical support base between $295 and $300."
2025-11-13,COIN,"Venture capitalist Tim Draper reiterated his belief that the Bitcoin network will replace traditional banking and government systems, citing a 'gravitational pull' toward the Bitcoin blockchain. Draper, whose firm Draper Associates holds investments in Coinbase, previously predicted Bitcoin would reach $250,000 by the end of 2025. Bitcoin is currently trading at $103,095.48."
2025-11-13,COIN,"Following Coinbase's announcement to reincorporate from Delaware to Texas, Elon Musk renewed his criticism of Delaware's corporate regime, urging companies to move to Austin. Coinbase's legal chief Paul Grewal cited unpredictable outcomes in Delaware's Chancery Court as the reason for the move. Other companies like Dropbox and Andreessen Horowitz have also recently exited Delaware."
2025-11-14,COIN,"Tesla shares are declining due to weak EV demand in China and Europe, and selling by ARK Invest. ARK sold over 70,474 shares valued at $30.3 million, though Tesla remains its top holding at 12.03%. Coinbase Global is ARK's third-largest holding at 5.67% weightage, valued at $400.4 million."
2025-11-15,COIN,"Coinbase Global (COIN) saw 155 unusual options trades, with 41% bullish and 29% bearish sentiment. Total volume reached 77,794 with average open interest of 1591.11. COIN shares are up 1.15% to $286.41. Five analysts provided ratings with a consensus target of $389.40: Compass Point (Sell, $277), HC Wainwright (Buy, $425), Monness, Crespi, Hardt (Buy, $375), BTIG (Buy, $420), and Rosenblatt (Buy, $450)."
2025-11-18,COIN,"Coinbase Global Inc. (NASDAQ: COIN) shares fell 7.06% to $263.95 on Monday, influenced by a broader crypto-market crash where Bitcoin dropped below $92,000 and Ethereum fell below $3,000. The stock's 52-week range is $142.58 to $444.65. The decline reflects the company's revenue dependence on crypto asset prices and trading volume."
2025-11-18,COIN,"Bullish (NYSE: BLSH) is set to report Q3 earnings on November 19, with analysts estimating $0.09 EPS and $72.39 million in revenue. The stock has a consensus price target of $56.91 from 12 analysts. Bullish went public in August via IPO at $37 per share. Ark Invest holds shares in the company. The stock closed at $36.75 on Monday, and Benzinga's Edge Stock Rankings indicate a weaker price trend compared to Coinbase Global Inc."
2025-11-18,COIN,"A bearish call option sweep was observed for Coinbase (COIN) expiring December 5, 2025, with a $370.00 strike price. The transaction involved 962 contracts across 46 trades, totaling $60.6K, with a price of $63.0 per contract."
2025-11-18,COIN,"Wall Street remained cautious ahead of NVIDIA's earnings report. Coinbase Global (COIN) was among the top laggards on Monday, falling 5.62%. Crypto markets saw Bitcoin hover around $94,000 after dipping below $92,950, while Ethereum recovered 1.4% to $3,130."
2025-11-18,COIN,"Coinbase (COIN) stock fell 7.95% to $261.43 on Monday amid a broader crypto-market crash where Bitcoin dropped below $92,000 and Ethereum fell below $3,000. The decline, which liquidated over 140,900 traders, threatens transaction-fee revenue. Despite the downturn, Benzinga Edge Rankings assign COIN a growth score of 94.98."
2025-11-19,COIN,"Coinbase Head of Institutional Strategy John D'Agostino stated that Bitcoin's recent downturn is a healthy, repeating pattern, noting that Bitcoin has historically endured 70%–80% drawdowns before multi-year rallies. He highlighted that fundamentals remain strong, citing Eurozone central bank purchases, new stablecoins, increased exposure from Harvard's endowment, and new ETFs. D'Agostino dismissed concerns about stablecoins displacing Bitcoin and noted that low BTC-to-stablecoin reserve ratios on exchanges like Binance have historically preceded major rallies."
2025-11-19,COIN,"Options activity for Coinbase Global (COIN) shows a bearish sentiment among heavy investors, with 56% of tracked options being bearish compared to 20% bullish. Out of 25 extraordinary activities, 18 were puts totaling $984,467. The stock is currently trading at $259.81. Five analysts have issued recent ratings with a consensus price target of $417.0, including Buy ratings from Rosenblatt ($470, $450), HC Wainwright & Co. ($425), and BTIG ($420), and a Neutral rating from Mizuho ($320)."
2025-11-19,COIN,"Coinbase President and COO Emilie Choi confirmed that the company's donation to the $300 million White House ballroom renovation project was intended to maintain 'good relations' with the administration. Coinbase was among several corporate and crypto-related donors, including Tether and Ripple. Additionally, Coinbase donated over $68 million to the crypto-focused super PAC Fairshake during the 2024 election cycle. Coinbase shares closed at $261.79 on Tuesday, reflecting a 5.43% year-to-date gain."
2025-11-19,COIN,"On Tuesday, Ark Invest increased its holdings in Coinbase Global Inc (NASDAQ: COIN) by purchasing 11,620 shares across its ARKF and ARKK ETFs for approximately $3.04 million. This move occurred amid a broader crypto-market crash affecting Bitcoin and Ethereum, which has pressured Coinbase's stock despite recent company milestones like a strong third quarter, a JPM Coin partnership, and the launch of pre-listing token access."
2025-11-20,COIN,'Coinbase to Launch Prediction Market Powered by Kalshi' - The Information
2025-11-20,COIN,"Coinbase Global Inc. (NASDAQ: COIN) shares fell 4.2% to $251 on Wednesday, reaching their lowest level since mid-June amid a crypto market contraction. The total crypto market cap fell from $4.27 trillion to $3.02 trillion, with Bitcoin dropping below $90,000 and Ethereum falling below $3,000. Other crypto-related stocks like Strategy Inc. (MSTR) also saw significant declines."
2025-11-20,COIN,"Bullish CEO Thomas Farley expressed optimism regarding the cryptocurrency market structure bill, noting that a unified federal framework would be a 'boon' for the industry. Bullish reported Q3 revenue of $76.5 million, beating estimates. The article mentions Coinbase CEO Brian Armstrong's previous support for the legislation and compares Bullish's stock performance to Coinbase (COIN)."
